iter	Logloss
158	0.1394855452
159	0.1392893324
160	0.1390169013
161	0.1386650435
162	0.138333139
163	0.1379999393
164	0.1377651709
165	0.1374721276
166	0.1371354678
167	0.1368859925
168	0.136627208
169	0.1364475292
170	0.1362476531
171	0.1359122575
172	0.1357239213
173	0.1355532868
174	0.1352923739
175	0.1349746829
176	0.1347685584
177	0.1344374115
178	0.1341792638
179	0.1339359337
180	0.1337194331
181	0.1333182956
182	0.1331581486
183	0.1329212544
184	0.1326262935
185	0.132314262
186	0.1321778278
187	0.1319869345
188	0.131813857
189	0.131505944
190	0.1313591607
191	0.1311351269
192	0.1309499094
193	0.1307676889
194	0.130537064
195	0.1302780165
196	0.1300103857
197	0.1295885299
198	0.1293920449
199	0.1291798383
200	0.1287629728
201	0.1286507843
202	0.1284711323
203	0.128257646
204	0.1280868897
205	0.1279848846
206	0.1277208498
207	0.1275351936
208	0.1274212835
209	0.1272169413
210	0.1270050017
211	0.1268425066
212	0.1266519632
213	0.1264851843
214	0.1261761415
215	0.1260508321
216	0.1258751423
217	0.1256539597
218	0.1255117496
219	0.1253136436
220	0.125099076
221	0.1249143225
222	0.1247506193
223	0.1245431389
224	0.1243813222
225	0.1241132225
226	0.1238844815
227	0.1237586391
228	0.1235060085
229	0.1233260465
230	0.1231653252
231	0.1229815114
232	0.1226410953
233	0.1223342775
234	0.1221227178
235	0.121892912
236	0.1217140205
237	0.121341853
238	0.1211300761
239	0.1209628489
240	0.1206136195
241	0.12020475
242	0.1200448027
243	0.1198491924
244	0.1197095628
245	0.119503587
246	0.1192599382
247	0.1190644796
248	0.1187868185
249	0.1186238474
250	0.1184181884
251	0.1182123766
252	0.1179706147
253	0.1178147637
254	0.1176478781
255	0.1174273633
256	0.1171836913
257	0.1169142884
258	0.1167460216
259	0.1164920424
260	0.1163081692
261	0.1161604459
262	0.1160266543
263	0.1158534666
264	0.1156625372
265	0.1154884757
266	0.1153129524
267	0.1151360892
268	0.114991083
269	0.1147375214
270	0.1145718914
271	0.1144504947
272	0.1141972712
273	0.1140751705
274	0.1138056845
275	0.1136071848
276	0.1134504134
277	0.1132579077
278	0.1130235258
279	0.1127051829
280	0.1125463128
281	0.112386788
282	0.1122016206
283	0.1120547862
284	0.1118771186
285	0.1116421245
286	0.1115053792
287	0.1112164342
288	0.111090516
289	0.1109962786
290	0.1108167349
291	0.1106405988
292	0.1104997209
293	0.1102328326
294	0.110011331
295	0.1098880008
296	0.1097712071
297	0.109557905
298	0.1092215821
299	0.1091301609
300	0.1089537363
301	0.1086914636
302	0.1084919084
303	0.1083390204
304	0.1082101018
305	0.108020141
306	0.1078779254
307	0.1077647941
308	0.1076307613
309	0.1074625063
310	0.1072182842
311	0.1070764442
312	0.1068007907
313	0.1065788265
314	0.1064182196
315	0.1062647592
316	0.1060995395
317	0.1058971616
318	0.1057042166
319	0.1055614619
320	0.1053712466
321	0.1052644333
322	0.1051340017
323	0.1050087242
324	0.1048710906
325	0.1047013491
326	0.1045168602
327	0.1043111123
328	0.1041633543
329	0.1040397809
330	0.1039243381
331	0.1038384894
332	0.1036195458
333	0.1035174458
334	0.1033794958
335	0.1032856737
336	0.1031413548
337	0.1029208676
338	0.1028049852
339	0.1026521359
340	0.1023917408
341	0.1023159325
342	0.1021318135
343	0.1019727808
344	0.1018764155
345	0.1017649983
346	0.1016460419
347	0.1015797858
348	0.1014695823
349	0.1012639742
350	0.1011013672
351	0.1010092867
352	0.1008652787
353	0.1006808979
354	0.1005046094
355	0.100316633
356	0.1001012093
357	0.09998375254
358	0.09984353631
359	0.09970545323
360	0.09956516478
361	0.09946229006
362	0.09928597954
363	0.09919132117
364	0.0990306303
365	0.09894545922
366	0.09884508079
367	0.09871235097
368	0.09861182599
369	0.09842594999
370	0.09832814269
371	0.09806884047
372	0.09791269527
373	0.09772221587
374	0.0975790059
375	0.09744604874
376	0.0972752695
377	0.097070999
378	0.09696779839
379	0.09684699507
380	0.09669680135
381	0.09648677208
382	0.09637150584
383	0.09624996954
384	0.09612061415
385	0.09600582238
386	0.09590717701
387	0.09583857271
388	0.09566051137
389	0.09555822348
390	0.09542305031
391	0.09531674851
392	0.095140163
393	0.0949622372
394	0.09481544875
395	0.09470891693
396	0.09460099147
397	0.09447758805
398	0.09429996275
399	0.0941694911
400	0.09405098059
401	0.09390669773
402	0.09380089194
403	0.093680881
404	0.09344870725
405	0.09329655932
406	0.09317493391
407	0.09307512955
408	0.09294711609
409	0.09281969969
410	0.09264440399
411	0.09252487366
412	0.09238516748
413	0.09227427338
414	0.09213443116
415	0.09205338214
416	0.09187545293
417	0.09177239022
418	0.09161060804
419	0.09148746517
420	0.09139054282
421	0.09125333117
422	0.09108699279
423	0.09083409804
424	0.09074016863
425	0.09063444407
426	0.0905377845
427	0.09040979748
428	0.09034950111
429	0.09023193424
430	0.09008040709
431	0.08996945852
432	0.0898356991
433	0.08974531673
434	0.0896616954
435	0.0895885822
436	0.08942131286
437	0.08930635161
438	0.0891828539
439	0.08905463238
440	0.08882840884
441	0.08870716837
442	0.08861324017
443	0.0883555363
444	0.0882597447
445	0.0881856465
446	0.08810153916
447	0.08803391629
448	0.08793244695
449	0.08777043208
450	0.08765476
451	0.08752908267
452	0.08743341753
453	0.08731107676
454	0.08721418486
455	0.08703214474
456	0.08691771223
457	0.08680559803
458	0.08664271206
459	0.08655314295
460	0.08636021668
461	0.0862857513
462	0.08618545425
463	0.08600780669
464	0.08587960874
465	0.08575112245
466	0.08566529039
467	0.0855582779
468	0.08548785958
469	0.08539848607
470	0.08530763189
471	0.08520077271
472	0.08511217113
473	0.08500599627
474	0.08491482875
475	0.08481407908
476	0.08458282128
477	0.08444599997
478	0.0842708538
479	0.0840970583
480	0.0839901889
481	0.08392888376
482	0.08383749357
483	0.08374910432
484	0.08367392632
485	0.08361922511
486	0.08354078671
487	0.08338635541
488	0.08324754946
489	0.08316197629
490	0.08308983885
491	0.08296030866
492	0.08289048117
493	0.08278051321
494	0.08269323209
495	0.08258974996
496	0.08250283384
497	0.08239164929
498	0.082287167
499	0.08220469238
500	0.08214061206
501	0.08195291886
502	0.0818871298
503	0.0818071147
504	0.08166996421
505	0.08153192701
506	0.08145194105
507	0.08135542994
508	0.08120066791
509	0.08106703851
510	0.08092740881
511	0.08083463656
512	0.08073512688
513	0.08063830318
514	0.08055417901
515	0.08047289808
516	0.08040064939
517	0.08033032321
518	0.08021446107
519	0.08015341516
520	0.08004012055
521	0.07996391674
522	0.07984636779
523	0.07972898162
524	0.07967283504
525	0.07960165389
526	0.07946979349
527	0.07936592428
528	0.07926903345
529	0.07916060715
530	0.07901415371
531	0.07893194032
532	0.07885304915
533	0.07870854689
534	0.0786254682
535	0.0785278031
536	0.07846198004
537	0.07839159112
538	0.07832020374
539	0.07822384549
540	0.07811514523
541	0.07803944167
542	0.07798572324
543	0.07791908437
544	0.07784100263
545	0.07776887149
546	0.07768494283
547	0.07761829423
548	0.07751510818
549	0.07744752749
550	0.07733563008
551	0.07722309822
552	0.07718449329
553	0.07711309252
554	0.07702441316
555	0.07694376181
556	0.07688146491
557	0.07676620972
558	0.07665251685
559	0.07652328814
560	0.07639540592
561	0.0763115371
562	0.07616872456
563	0.07610071698
564	0.0760602964
565	0.07597763662
566	0.0758636106
567	0.07575742944
568	0.07565091815
569	0.07559871941
570	0.07553760373
571	0.07544288343
572	0.07532855121
573	0.07524743747
574	0.075183407
575	0.07510483303
576	0.07502303674
577	0.07492940793
578	0.0748374144
579	0.07476989849
580	0.07468583947
581	0.07460712068
582	0.074557403
583	0.07446829949
584	0.07437587209
585	0.07426610467
586	0.07422094648
587	0.07414646248
588	0.07406164893
589	0.07398357209
590	0.0738251235
591	0.07376527879
592	0.07368207604
593	0.07363389304
594	0.07354870441
595	0.07343667844
596	0.07328188989
597	0.07310640223
598	0.07303109911
599	0.07291919079
600	0.07285906045
601	0.07268873335
602	0.07263995532
603	0.07253594323
604	0.07247577655
605	0.07239475455
606	0.07228510557
607	0.07219938058
608	0.07212241016
609	0.07204450298
610	0.07197551942
611	0.07188976544
612	0.07185196045
613	0.07178890254
614	0.07170977845
615	0.07166581548
616	0.07159174216
617	0.07152232441
618	0.0714350389
619	0.07137314301
620	0.07131090277
621	0.0711697169
622	0.07108262998
623	0.07100632119
624	0.07088759612
625	0.07081893298
626	0.07073914604
627	0.07066608137
628	0.07060660027
629	0.07051695311
630	0.07042686523
631	0.07037022358
632	0.07026429527
633	0.07018130311
634	0.07008794571
635	0.0700107346
636	0.06992501107
637	0.06985620725
638	0.0698039068
639	0.06973613792
640	0.06966750916
641	0.06956473816
642	0.06949789268
643	0.06946648692
644	0.06940230645
645	0.06933008802
646	0.06926053586
647	0.06913988017
648	0.06909294784
649	0.06904444909
650	0.06896269561
651	0.06890990118
652	0.06884882738
653	0.06879136965
654	0.06871330843
655	0.06863588251
656	0.06858527691
657	0.0685421239
658	0.06846720526
659	0.068390997
660	0.06833694859
661	0.06827206725
662	0.06818339935
663	0.06813231805
664	0.06807188643
665	0.06801258999
666	0.06790802313
667	0.06788050864
668	0.06782284035
669	0.06776385915
670	0.06769722058
671	0.0676093278
672	0.06754840881
673	0.06746439314
674	0.06739988429
675	0.06734134585
676	0.06729660755
677	0.06723175474
678	0.06717310278
679	0.06711733676
680	0.06706509741
681	0.06699476078
682	0.06689632415
683	0.0668387702
684	0.06677411116
685	0.06672930291
686	0.06662551087
687	0.06656038606
688	0.06648408006
689	0.0663882719
690	0.06622491236
691	0.06617057233
692	0.06611652309
693	0.06607041639
694	0.06602140958
695	0.0659237034
696	0.06583959746
697	0.06579009061
698	0.0656884447
699	0.06565206816
700	0.06555343607
701	0.06544339309
702	0.06534295834
703	0.06528840149
704	0.06522346041
705	0.06514857581
706	0.06506733888
707	0.06498602041
708	0.06491733391
709	0.0648404385
710	0.06478913413
711	0.06473464766
712	0.06468729297
713	0.06459729713
714	0.06455743735
715	0.06444946252
716	0.06437092851
717	0.06431347304
718	0.06427678759
719	0.06420143228
720	0.06416069351
721	0.06412369105
722	0.06406785061
723	0.06400743313
724	0.06394249744
725	0.06386415162
726	0.06377204564
727	0.06372209304
728	0.06367146702
729	0.06359203821
730	0.06347643344
731	0.06339491149
732	0.06334446778
733	0.06327311986
734	0.06323060277
735	0.06317166091
736	0.06312148093
737	0.06302967471
738	0.06295317834
739	0.06288130532
740	0.06280315107
741	0.06272366903
742	0.06266723614
743	0.06260080304
744	0.06253813374
745	0.06248287305
746	0.06241141194
747	0.06233753611
748	0.06233133002
749	0.06228900881
750	0.06218075218
751	0.06210909827
752	0.06208727035
753	0.06203012277
754	0.06197227715
755	0.06186624935
756	0.06180844184
757	0.06173266129
758	0.06168668263
759	0.06164420188
760	0.06159573878
761	0.06156054947
762	0.06148114715
763	0.06141544087
764	0.06131945017
765	0.06122482683
766	0.06114482915
767	0.06112263971
768	0.06108338731
769	0.06102238317
770	0.06097415694
771	0.060899128
772	0.06082900694
773	0.06076206996
774	0.06071471648
775	0.060667283
776	0.06066234521
777	0.06062527576
778	0.06059845957
779	0.06052650412
780	0.06046601605
781	0.06040766955
782	0.0603202066
783	0.06028130931
784	0.06022172279
785	0.06018253846
786	0.06011791089
787	0.06007206693
788	0.06000412506
789	0.05997466448
790	0.0598997343
791	0.05986014897
792	0.0598001123
793	0.05971362452
794	0.05968393078
795	0.0596406014
796	0.05959706979
797	0.05951996701
798	0.05946008477
799	0.05942457288
800	0.05938977492
801	0.05932216654
802	0.0592343016
803	0.05922881388
804	0.05919130404
805	0.0591851407
806	0.05909752468
807	0.05905835799
808	0.05900713144
809	0.05895302072
810	0.05887089273
811	0.05883341415
812	0.0587858729
813	0.05873669239
814	0.05868785093
815	0.05865562545
816	0.05860036783
817	0.05855832978
818	0.05848524262
819	0.05841852047
820	0.05835450617
821	0.05831330053
822	0.05826370148
823	0.05821888327
824	0.05816359219
825	0.05810902128
826	0.05806876686
827	0.05802637992
828	0.0579528508
829	0.05790262078
830	0.05783630614
831	0.05780894066
832	0.05775650983
833	0.05767696932
834	0.05761552334
835	0.05757667636
836	0.05750441649
837	0.05746070606
838	0.05740228913
839	0.05732908564
840	0.05726935097
841	0.0571814659
842	0.05712740892
843	0.05708650646
844	0.05701936061
845	0.05698864229
846	0.05695269822
847	0.05688529894
848	0.05685096948
849	0.05681283368
850	0.05676675724
851	0.05671379399
852	0.05666828611
853	0.05661782149
854	0.05658781551
855	0.05655192031
856	0.05650126464
857	0.05644366637
858	0.05638629169
859	0.05635714927
860	0.05632828356
861	0.05629146979
862	0.05624233629
863	0.05619928784
864	0.05617779034
865	0.05613397232
866	0.05609274296
867	0.05602164963
868	0.05595426295
869	0.05590444502
870	0.05586340413
871	0.05581809368
872	0.05579172498
873	0.05574271533
874	0.05570972989
875	0.05566091211
876	0.05556395445
877	0.05552545879
878	0.05548387798
879	0.05544656365
880	0.0554150267
881	0.05535488162
882	0.05530792933
883	0.05526954377
884	0.05519921106
885	0.055152314
886	0.05511607482
887	0.05506168029
888	0.05500006413
889	0.05495081739
890	0.0549078805
891	0.0548731733
892	0.05480990668
893	0.05471081405
894	0.05467082062
895	0.05460719318
896	0.05455076024
897	0.05448958438
898	0.05445495592
899	0.05440270922
900	0.05434344122
901	0.0543203933
902	0.05427001514
903	0.05422657477
904	0.05417232881
905	0.05411199978
906	0.05402268055
907	0.05399288646
908	0.05391209544
909	0.05387214748
910	0.05379527257
911	0.05373759849
912	0.05366190806
913	0.05361620832
914	0.05353707782
915	0.05349196967
916	0.05344805202
917	0.05338569446
918	0.05334088211
919	0.05327011214
920	0.05322098475
921	0.05315758434
922	0.05312347978
923	0.05310009873
924	0.05303698438
925	0.05296654282
926	0.05290457228
927	0.05283631206
928	0.05280675953
929	0.05278641085
930	0.0527288029
931	0.05266339803
932	0.05262872389
933	0.05259167758
934	0.05254300982
935	0.05252791924
936	0.05249437085
937	0.05245659844
938	0.05244197944
939	0.05233157503
940	0.0523020947
941	0.05224767151
942	0.05222402585
943	0.05216359353
944	0.05212590015
945	0.05208886686
946	0.05202069041
947	0.05198431787
948	0.05191548902
949	0.0518735327
950	0.05183957531
951	0.05181395086
952	0.05177427438
953	0.0517187798
954	0.0516906358
955	0.05164387555
956	0.05159945578
957	0.05154156254
958	0.05151488346
959	0.05146099189
960	0.05141650114
961	0.05136152086
962	0.05132175885
963	0.05128415181
964	0.0512296722
965	0.05119536777
966	0.05116369898
967	0.05113531828
968	0.05109628775
969	0.05105826252
970	0.05097906563
971	0.05096154588
972	0.05091517327
973	0.05087563431
974	0.05083671163
975	0.0508020406
976	0.05076353276
977	0.05070142798
978	0.05063346432
979	0.0505921679
980	0.0505242369
981	0.05046263554
982	0.05040016568
983	0.0503613731
984	0.05029981783
985	0.05024980958
986	0.05021572701
987	0.0501742852
988	0.05013259561
989	0.05011038549
990	0.0500739728
991	0.04999832076
992	0.04997165806
993	0.04991315594
994	0.04987273136
995	0.04981643913
996	0.0497962281
997	0.04975483387
998	0.04972374893
999	0.04965800166
